,eRNA,log2FC,p_value,q_value,-log10qval,rejected,Tissue
140,ENSR00000156546,-1.5795602895986274,5.131570194976083e-09,2.0753788818105244e-08,7.682902606778934,True,Kidney
141,ENSR00000254910,-1.5534859485721821,5.1833715313053634e-09,2.086052954510639e-08,7.680674671192393,True,Kidney
142,ENSR00000217167,-1.5544159578131942,5.808996323801131e-09,2.3151388261362757e-08,7.6354229616148315,True,Kidney
143,5:139545404-139551404,-2.3336175139611903,6.475837898581916e-09,2.5438578539405518e-08,7.594507159915912,True,Kidney
144,18:58491546-58497546,-1.7842421146988243,9.817096611376249e-09,3.748761078111581e-08,7.426112237829783,True,Kidney
145,ENSR00000168955,-1.7551872824208161,1.7892490883865708e-08,6.738410557639333e-08,7.171442531869986,True,Kidney
146,ENSR00000092145,-2.3607563786165335,2.1961279603836815e-08,8.121716466103615e-08,7.0903521760570145,True,Kidney
147,ENSR00000103953,-1.7300364112687507,2.654894138990722e-08,9.68741372493948e-08,7.013792152248168,True,Kidney
148,ENSR00000206343,-1.7933174951777588,3.825828731919187e-08,1.377633942502479e-07,6.860866165498485,True,Kidney
149,ENSR00000317502,-2.041345006655103,4.3340248253888977e-08,1.533721716225985e-07,6.8142534331322535,True,Kidney
150,ENSR00000217179,-1.9966914910924698,5.1725959229925836e-08,1.7994496833800472e-07,6.74486029268204,True,Kidney
151,ENSR00000106947,-3.0227035503059567,5.984331022639362e-08,2.0302213923912876e-07,6.692456600386685,True,Kidney
152,ENSR00000256342,-2.73783228571557,6.083298032219866e-08,2.0553035738487696e-07,6.6871240225906865,True,Kidney
153,5:139528880-139534880,-1.9178530279251207,6.51945644939904e-08,2.1936367807199227e-07,6.658835280675557,True,Kidney
154,ENSR00000092144,-2.1864296665034355,7.279243450667548e-08,2.429373525608966e-07,6.614505705598658,True,Kidney
155,1:205441121-205447121,-1.9461826580543304,7.348086096055494e-08,2.4424205201868666e-07,6.612179559935039,True,Kidney
156,ENSR00000135034,-1.9639492932899072,9.365191239270506e-08,3.063275700175731e-07,6.513813914170693,True,Kidney
157,ENSR00000287381,-3.0012430617470094,1.0194896950035727e-07,3.3214326968171955e-07,6.478674543372077,True,Kidney
158,ENSR00000187669,-2.5721463603914363,1.1488697846146746e-07,3.6701248761425985e-07,6.435319158609763,True,Kidney
159,ENSR00000015443,-1.8802039641807733,1.3275617815696925e-07,4.1920316256489133e-07,6.377575449594702,True,Kidney
160,ENSR00000235749,-1.663945536034407,2.1515269381585363e-07,6.376908361834507e-07,6.195389823915295,True,Kidney
161,18:58488973-58494973,-1.7186882247459394,2.287581945604875e-07,6.683646894454101e-07,6.174986502501107,True,Kidney
162,ENSR00000290307,-1.7403252488953564,2.6136942530495187e-07,7.502947488649143e-07,6.1247680930633255,True,Kidney
163,17:50646333-50652333,-1.886166234682697,3.0751866025516116e-07,8.736083739428627e-07,6.058683211704646,True,Kidney
164,ENSR00000286304,-1.6644401860159566,3.154605561225777e-07,8.930797123332285e-07,6.049109776182604,True,Kidney
165,ENSR00000061968,-1.6622325614510216,4.08287597153694e-07,1.124846031084506e-06,5.948906919709605,True,Kidney
166,ENSR00000168956,-1.5991270328517146,5.178122395426158e-07,1.3938486841458609e-06,5.855784370576162,True,Kidney
167,ENSR00000038577,-1.6725059864311642,5.3362983302465e-07,1.4317323297818225e-06,5.844138168176641,True,Kidney
168,9:70784651-70790651,-1.5642456931431112,8.173883685940175e-07,2.13039952576409e-06,5.671538943244886,True,Kidney
169,ENSR00000049248,-2.230513481708991,1.0815245415009096e-06,2.774786401788271e-06,5.556770442485461,True,Kidney
170,ENSR00000216620,-1.5288830575034305,1.6285923462887575e-06,4.015238187096306e-06,5.396288686929919,True,Kidney
171,ENSR00000303909,-1.6323916378377152,2.765251080256835e-06,6.638219698511291e-06,5.177948378279899,True,Kidney
172,ENSR00000111952,-1.569053421513934,2.887915345444344e-06,6.9030877271589255e-06,5.160956607391219,True,Kidney
173,ENSR00000151939,-1.5884539664122812,3.999889639048443e-06,9.19862575254558e-06,5.0362770501181595,True,Kidney
174,20:45237957-45243957,-1.6576593008083071,1.2108453240599091e-05,2.5687442146077143e-05,4.59027913890804,True,Kidney
175,ENSR00000015444,-1.7043901886056667,1.266588892926436e-05,2.6663320028015487e-05,4.574085774649289,True,Kidney
176,20:44357742-44363742,-1.5066617376700477,2.500829344435233e-05,4.945797914808189e-05,4.305763632874981,True,Kidney
177,ENSR00000278782,-1.7363965236206773,4.699824697944408e-05,8.78942158772747e-05,4.056039703939145,True,Kidney
178,ENSR00000015445,-1.5181145652911432,8.8137691751975e-05,0.00015628735405695781,3.806076161363219,True,Kidney
179,ENSR00000244233,-1.7367171331746012,0.0001306996184030823,0.00022401750878691144,3.6497180366998694,True,Kidney
180,ENSR00000328145,-1.6601574795817793,0.00015393832297900642,0.00025951409274284245,3.5858390530977347,True,Kidney
181,ENSR00000217500,-1.6570580515455102,0.00015913594368166927,0.00026717916106881485,3.573197418149167,True,Kidney
182,ENSR00000264340,-1.6402859453328944,0.00020493272733694188,0.000341277422198031,3.4668924422784917,True,Kidney
183,ENSR00000123484,-1.5007446628055918,0.00036402398759190555,0.0005894747412484308,3.2295347995111268,True,Kidney
0,ENSR00000041252,-2.1413022545614147,4.277192952445698e-59,1.4499684108790917e-56,55.838641459234225,True,Liver
1,ENSR00000053727,-2.8647540111023435,2.717808597610473e-58,4.606685572949752e-56,55.336611429291274,True,Liver
2,ENSR00000307817,-2.4771544379155848,8.642797618366975e-58,7.5738242657640065e-56,55.12068477596386,True,Liver
3,ENSR00000204282,-2.6204079486471263,8.936665800311512e-58,7.5738242657640065e-56,55.12068477596386,True,Liver
4,ENSR00000204283,-2.261047745387983,4.7741722700500156e-57,3.2368887990939106e-55,54.489872220204916,True,Liver
5,ENSR00000113752,-2.8019206091102395,1.389055842266109e-56,6.72699900754587e-55,54.172178636389944,True,Liver
6,ENSR00000227511,-4.121310564347939,1.3829885240407602e-56,6.72699900754587e-55,54.172178636389944,True,Liver
7,ENSR00000113754,-2.8340809890648084,2.759661422454e-56,1.1694065277648824e-54,53.932034486209055,True,Liver
8,ENSR00000248296,-2.148236299691032,3.7689375391277757e-56,1.4196331397381287e-54,53.84782387109014,True,Liver
9,2:20206538-20212538,-2.769634232982304,1.2577785493642508e-55,4.26386928234481e-54,53.37019611796519,True,Liver
10,ENSR00000106260,-2.425935587898482,1.0037543367868171e-54,3.0933883651884637e-53,52.509565552266395,True,Liver
11,ENSR00000179288,-2.757842934096612,1.1644239658167722e-54,3.289497703432382e-53,52.482870412470014,True,Liver
12,ENSR00000151411,-2.81726648728671,1.7732995919336728e-54,4.624219705119347e-53,52.334961539973726,True,Liver
13,ENSR00000151410,-2.7908980191576753,2.1842130134196738e-54,5.288915796780496e-53,52.27663334719631,True,Liver
14,ENSR00000343138,-2.084038055397696,2.6153135750437647e-54,5.541195637123977e-53,52.25639651639423,True,Liver
15,ENSR00000113753,-2.6847494542079455,2.4967431608188452e-54,5.541195637123977e-53,52.25639651639423,True,Liver
16,ENSR00000317983,-1.9945074951852182,4.5187868577795853e-54,9.010992616395762e-53,52.045227366170884,True,Liver
17,ENSR00000189170,-1.9843883216246974,6.572756541368378e-54,1.2378691486243778e-52,51.90732526083596,True,Liver
18,ENSR00000126015,-2.4154806957433173,1.1229002676567717e-53,2.0034904775560295e-52,51.698212717396345,True,Liver
19,ENSR00000089402,-2.6702063963523646,1.845484438695119e-53,3.1280961235882268e-52,51.50471990992724,True,Liver
20,ENSR00000248297,-2.0151592016856332,5.003259747044075e-53,8.076690734514007e-52,51.09276654641983,True,Liver
21,ENSR00000156405,-1.7366003328849513,9.239071238319089e-53,1.4236568862682596e-51,50.84659466684773,True,Liver
22,ENSR00000343139,-2.0059662628359014,1.4388750374793261e-52,2.12077668567605e-51,50.67350505957612,True,Liver
23,ENSR00000204284,-1.869948565679563,3.418456601394415e-52,4.828569949469611e-51,50.31618147277095,True,Liver
24,22:38351865-38357865,-2.044616212539149,1.183984545012006e-51,1.60548304303628e-50,49.79439427705149,True,Liver
25,ENSR00000013533,-2.35672431016542,1.868490902686672e-51,2.436224676964545e-50,49.61328266207103,True,Liver
26,ENSR00000074563,-1.6112510248492393,9.775578352162359e-51,1.2273781708826073e-49,48.911021604980334,True,Liver
27,ENSR00000329454,-1.7934906826386334,3.209000929865601e-50,3.8851832686587096e-49,48.410588490199,True,Liver
28,ENSR00000218547,-1.7260785406233101,4.027518023771737e-50,4.708029689857307e-49,48.32716080706468,True,Liver
29,ENSR00000240118,-2.0988231084243107,4.986646278731624e-50,5.634910294966735e-49,48.249112993319926,True,Liver
30,ENSR00000005565,-2.922200942502718,8.604563041824992e-50,9.409506036060233e-49,48.02643317481335,True,Liver
31,ENSR00000088725,-2.7606223885947854,1.1337986692724394e-49,1.2011179652604904e-48,47.92041433718843,True,Liver
32,ENSR00000012140,-1.6539793963600913,3.4694816435930654e-49,3.5641038702365127e-48,47.44804964761686,True,Liver
33,ENSR00000005564,-2.8474764330622384,4.191493665927511e-49,4.179165743380665e-48,47.378910404638084,True,Liver
34,ENSR00000251502,-2.8281983199671816,6.801564250094976e-49,6.587800802234848e-48,47.181259541226346,True,Liver
35,ENSR00000288114,-2.8712023964098026,1.498868365964809e-48,1.411434377950195e-47,46.8503393087722,True,Liver
36,ENSR00000108824,-2.863300255563908,1.8493870684429093e-48,1.694438422167963e-47,46.77097420929848,True,Liver
37,5:1562421-1568421,-2.1073942916821857,8.218736438132132e-48,7.143978596222546e-47,46.14605985528922,True,Liver
38,ENSR00000126014,-1.814227751715794,8.546549524054109e-48,7.243200721635857e-47,46.14006947958031,True,Liver
39,ENSR00000079292,-2.819747575733139,1.3229251779658662e-47,1.0938332569034846e-46,45.961048876472354,True,Liver
40,ENSR00000088724,-2.8991810949965813,3.4610304233892847e-47,2.7935459845927798e-46,45.55384417531848,True,Liver
41,ENSR00000115690,-1.9537332586032905,7.550106576472691e-47,5.9522933242424234e-46,45.22531567525098,True,Liver
42,ENSR00000076776,-2.639832043400592,1.9501874574759444e-46,1.5025307911007844e-45,44.823176619313145,True,Liver
43,ENSR00000060908,-1.6977170054050406,2.8515614250370553e-46,2.1481762735279147e-45,44.667930084481114,True,Liver
44,ENSR00000115689,-1.8453783864203386,6.8636957219100645e-46,5.058245325494591e-45,44.296000111147244,True,Liver
45,ENSR00000163599,-2.3251857470049813,1.1001062025160162e-45,7.769500055269365e-45,44.10960692588676,True,Liver
46,ENSR00000306140,-1.882937247282001,1.0954496821788348e-45,7.769500055269365e-45,44.10960692588676,True,Liver
47,ENSR00000115691,-2.0325927740394314,2.130950368572375e-45,1.4742697447878268e-44,43.831423047036694,True,Liver
48,ENSR00000089785,-1.6040122961254175,6.437555630777639e-45,4.3646627176672394e-44,43.36004931106849,True,Liver
49,ENSR00000239037,-1.852600296946623,1.3594334186363262e-44,9.036233900347343e-44,43.0440125360169,True,Liver
50,ENSR00000270758,-2.281514395720964,2.532538644002131e-44,1.619869057201363e-43,42.790520090416194,True,Liver
51,ENSR00000239995,-1.773388648649082,2.898959441423295e-44,1.819902316004624e-43,42.7399519223219,True,Liver
52,11:1669940-1675940,-2.4439633820477127,3.177426662552034e-44,1.9584502520093443e-43,42.708087455799664,True,Liver
53,ENSR00000122345,-2.4381082098652747,3.310711521319582e-44,2.004162867370247e-43,42.698066988630096,True,Liver
54,ENSR00000089386,-2.4476078959826935,3.676022671347237e-44,2.1862661150644093e-43,42.6602969762976,True,Liver
55,ENSR00000060909,-1.5774483228201153,5.580392401633684e-44,3.261643145092791e-43,42.48656355666021,True,Liver
56,5:138939407-138945407,-1.5041513848639503,5.745397163028967e-44,3.301168878418339e-43,42.4813322578299,True,Liver
57,ENSR00000143242,-2.1117005969794365,1.0760305958812532e-43,6.079572866729081e-43,42.21612693193431,True,Liver
58,ENSR00000048586,-2.4276479308041385,1.450286120319465e-43,8.059786799808174e-43,42.0936764461467,True,Liver
59,ENSR00000177388,-1.8383698538057534,1.7691421959973888e-43,9.67321297488895e-43,42.01442925027061,True,Liver
60,ENSR00000109361,-2.2875813292424705,2.0363147928125624e-43,1.0957312932753311e-42,41.96029593504466,True,Liver
61,ENSR00000108823,-2.404532560219442,6.301610592826511e-43,3.3378843608877925e-42,41.47652871328238,True,Liver
62,ENSR00000305991,-2.2189106836875916,1.1143607874943486e-42,5.81182010708591e-42,41.23568783685664,True,Liver
63,ENSR00000085211,-1.7864274744826254,2.163448718236083e-42,1.1112259325485335e-41,40.954197632073075,True,Liver
64,ENSR00000227636,-1.927776996106836,3.615533808872134e-42,1.8293521809069452e-41,40.7377026775193,True,Liver
65,ENSR00000169429,-1.663116113987412,4.239457940327426e-42,2.1134944731926432e-41,40.67499888351752,True,Liver
66,ENSR00000148786,-1.715510862652234,7.672953819758216e-42,3.769755572315993e-41,40.42368680815913,True,Liver
67,ENSR00000089387,-2.3032297649490787,9.247175835964793e-42,4.4782751548458073e-41,40.34888922595127,True,Liver
68,ENSR00000239036,-1.7272542165553906,1.7949892462838272e-41,8.335634993016677e-41,40.0790613108379,True,Liver
69,ENSR00000112455,-2.535584103511607,4.922003744565848e-41,2.224745692543763e-40,39.65271962541881,True,Liver
70,ENSR00000032472,-1.9288257828305975,5.1740581849340876e-40,2.2487252880675074e-39,38.64806359621555,True,Liver
71,ENSR00000089388,-2.25707591961061,9.956228703154552e-40,4.2723563675561935e-39,38.36933252891765,True,Liver
72,ENSR00000239035,-1.625208045329869,1.4692552816488644e-39,6.225969255987063e-39,38.20579302820669,True,Liver
73,ENSR00000166645,-2.258164118340109,2.5689882121850633e-39,1.0751691406552301e-38,37.968523209166996,True,Liver
74,ENSR00000085210,-1.7292910034723925,2.9015951749127088e-39,1.199561907677327e-38,37.92097733379964,True,Liver
75,ENSR00000035819,-2.23934834457365,4.733147836766367e-39,1.933177248992528e-38,37.71372832459003,True,Liver
76,ENSR00000031585,-2.0131386708590484,1.0798322745518496e-38,4.3234253569622503e-38,37.36417203462735,True,Liver
77,ENSR00000119906,-1.655468615538542,1.084044706022983e-38,4.3234253569622503e-38,37.36417203462735,True,Liver
78,ENSR00000121344,-1.6821700336994478,2.6912275173735775e-38,1.0486507222869457e-37,36.97936913968297,True,Liver
79,ENSR00000342669,-1.890289733526604,4.4570996045464223e-38,1.7169963249332242e-37,36.765230634403984,True,Liver
80,ENSR00000121287,-1.8000813308060635,8.441594703322457e-38,3.204675356071144e-37,36.49421595934581,True,Liver
81,ENSR00000123484,-1.6958592738674196,3.440448631872199e-36,1.2407575385156122e-35,34.90631307746388,True,Liver
82,ENSR00000270757,-1.7089869093108383,2.907406425549811e-34,9.758522557043427e-34,33.01061592965847,True,Liver
83,ENSR00000059233,-1.7061872504367726,2.219895070225142e-33,7.306256590352651e-33,32.1363050797538,True,Liver
84,ENSR00000257981,-2.2015555058500933,1.30014722955582e-32,3.935267060887706e-32,31.40502578957321,True,Liver
85,ENSR00000320173,-1.6406411209786427,1.7996321319172112e-32,5.398896395751634e-32,31.267695006513772,True,Liver
86,ENSR00000229378,-1.6718753284738326,2.225774249178807e-32,6.561195395405353e-32,31.18301702856144,True,Liver
87,ENSR00000301874,-2.1446183241357546,2.8354029774306964e-32,8.286220770250052e-32,31.08164349995106,True,Liver
88,ENSR00000261094,-1.5012561206771617,5.980105883473365e-32,1.6754180946260088e-31,30.77587679845922,True,Liver
89,8:119109483-119115483,-1.6026270498377126,1.0280063479329384e-31,2.8332857882054155e-31,30.547709616802997,True,Liver
90,ENSR00000290150,-1.6968772424090894,2.960838669553625e-31,8.094550878860314e-31,30.091807242802357,True,Liver
91,ENSR00000097601,-1.76850136487017,7.487565263633261e-31,2.0145116066441866e-30,29.69583022607307,True,Liver
92,ENSR00000146178,-2.1402371624449326,1.733288928530318e-30,4.626653124187227e-30,29.33473305980386,True,Liver
93,ENSR00000008784,-1.5603738030422234,3.935446391204874e-30,1.0262433281680402e-29,28.98874965330658,True,Liver
94,ENSR00000066668,-1.6608980125213642,6.822186227504616e-30,1.7500020384721418e-29,28.756961445429884,True,Liver
95,ENSR00000229548,-1.7041589786400104,9.852029710923559e-30,2.492416471644094e-29,28.60337938728387,True,Liver
96,ENSR00000146179,-1.867854232009941,2.747280939660609e-29,6.848001754006959e-29,28.16443613709325,True,Liver
97,ENSR00000095756,-1.8116503086335032,8.344936272661385e-29,2.0206667117372926e-28,27.694505313001194,True,Liver
98,ENSR00000229547,-1.6647671978966954,1.0129568186149277e-28,2.4354068192231245e-28,27.613428482257834,True,Liver
99,ENSR00000265970,-1.9047449659364275,2.3127712058267915e-28,5.370064649145769e-28,27.270020485883634,True,Liver
100,ENSR00000207680,-1.5193966602263949,5.949044476667342e-28,1.3535074346243149e-27,26.86853935436895,True,Liver
101,ENSR00000029554,-1.954341247420235,7.810538624627048e-28,1.765181729165713e-27,26.753210576445543,True,Liver
102,ENSR00000045237,-1.62404686381417,5.704944380931097e-27,1.280778904063339e-26,25.89252583437134,True,Liver
103,ENSR00000265969,-1.8206696412265184,7.553089171187699e-27,1.6845376506793618e-26,25.77351927776713,True,Liver
104,ENSR00000052553,-1.8575584781974777,5.946022989048154e-26,1.2677369769102668e-25,24.89697084213687,True,Liver
105,ENSR00000229546,-1.515294639534326,6.705428027440838e-26,1.4207125633140275e-25,24.84749377907021,True,Liver
106,ENSR00000098735,-1.6792422220298364,1.1899344385290412e-25,2.5055141283313353e-25,24.601103143973575,True,Liver
107,ENSR00000296587,-1.6346456855723297,1.5685102189711478e-25,3.282252865624809e-25,24.483827963832834,True,Liver
108,ENSR00000132260,-1.6128175139905647,2.326620693905356e-25,4.8388000934596055e-25,24.31526231963569,True,Liver
109,ENSR00000095757,-1.5775170032429433,5.798731828296314e-25,1.1913758119954246e-24,23.923951221446803,True,Liver
110,ENSR00000221593,-1.5089963004015559,7.337851763750881e-25,1.4895399688093106e-24,23.826947838873615,True,Liver
111,ENSR00000015371,-1.6978771196691018,2.675614336048818e-24,5.212834827129593e-24,23.282926035825454,True,Liver
112,ENSR00000095758,-1.5156361887557437,3.735831476613523e-24,7.23683926041134e-24,23.140451073510693,True,Liver
113,21:43433470-43439470,-1.8817588123829734,2.3156831308794354e-23,4.3612032298229365e-23,22.36039367495598,True,Liver
114,ENSR00000337993,-1.6262645561662348,2.682404212169182e-23,5.02395043052681e-23,22.29895465427382,True,Liver
115,9:128895265-128901265,-1.7586781117527635,5.614811417007726e-23,1.0401208034784805e-22,21.982916217203833,True,Liver
116,ENSR00000225381,-1.7009065811071093,6.315524876617056e-23,1.1635668115071642e-22,21.934208674658443,True,Liver
117,ENSR00000092878,-1.6579414509508137,9.235714499398076e-23,1.6653761783489082e-22,21.77848765181031,True,Liver
118,ENSR00000015372,-1.590529831213334,1.283659181036808e-22,2.2903182230077785e-22,21.64010417141787,True,Liver
119,ENSR00000260901,-1.8810523730589748,2.2048078763620326e-22,3.892863906701714e-22,21.409730778815,True,Liver
120,20:22517927-22523927,-1.5241219478185197,8.295932871647786e-21,1.4061606217442998e-20,19.851965068254323,True,Liver
121,ENSR00000176113,-1.6133720781455407,1.7901100799941068e-20,3.0191408811840906e-20,19.520116621162614,True,Liver
122,ENSR00000264109,-1.9407563292561745,5.013060686569592e-20,8.2898905987663e-20,19.081451200772477,True,Liver
123,ENSR00000160286,-1.659832072775387,1.4875224152802098e-17,2.261300891390095e-17,16.645641646068587,True,Liver
124,ENSR00000217187,-1.6398808591747094,5.784547158971603e-12,7.660005808169427e-12,11.11577090106518,True,Liver
125,ENSR00000175240,-1.779518024833915,0.0009310200380599744,0.001014841777821001,2.993601662554309,True,Liver
0,ENSR00000136023,4.0418305124053955,1.9642432283965955e-145,1.7108558519334346e-142,141.7667865803754,True,Lung
1,ENSR00000324472,2.566506000299059,5.094769051057051e-144,2.2187719217353455e-141,140.65388733869756,True,Lung
2,ENSR00000114581,-3.3322772092791437,2.9258956041936066e-140,8.494850237508772e-138,137.0708442732513,True,Lung
3,ENSR00000141752,-4.579583015969081,2.4876694726414055e-136,5.41690027667666e-134,133.26624915955543,True,Lung
4,ENSR00000313236,-2.6055855913081936,4.658948174420075e-136,8.115887719839771e-134,133.09066396989292,True,Lung
5,ENSR00000048465,-3.622648514392918,6.016417517689025e-135,8.733832763178569e-133,132.058795128275,True,Lung
6,ENSR00000115683,-2.9422861577067625,8.208702608825282e-135,1.0213971388981172e-132,131.99080536300926,True,Lung
7,2:190942782-190948782,-4.02411765969652,1.0505474512153521e-134,1.1437835375107146e-132,131.9416561585497,True,Lung
8,ENSR00000313237,-2.4743786613869836,1.4287869735385207e-134,1.382748282168946e-132,131.85925687239595,True,Lung
9,ENSR00000265585,-4.017160693393671,3.017922556233044e-134,2.628610546478981e-132,131.5802737539637,True,Lung
10,ENSR00000114253,-3.178855233025614,4.553308628091695e-134,3.431690583247221e-132,131.46449187701396,True,Lung
11,ENSR00000333814,-3.6126093659519256,4.727931917217756e-134,3.431690583247221e-132,131.46449187701396,True,Lung
12,ENSR00000127939,-3.683969259257944,6.633079409196635e-134,4.444163204161746e-132,131.35221000072906,True,Lung
13,ENSR00000164703,-3.064049431519159,8.832288698308791e-134,5.494945325876398e-132,131.26003662440306,True,Lung
14,8:79944417-79950417,-2.8105108340677205,1.1227627470147135e-133,6.112039704061346e-132,131.2138138332284,True,Lung
15,12:68919551-68925551,-3.5899478743885265,1.0566332986929993e-133,6.112039704061346e-132,131.2138138332284,True,Lung
16,ENSR00000048463,-3.401231223741641,2.102069009473693e-132,1.0770012395597568e-130,129.96778379685648,True,Lung
17,ENSR00000114252,-3.000159237010147,3.3205356103720884e-132,1.6067702870189383e-130,129.79404620799775,True,Lung
18,ENSR00000164702,-2.996402927304212,4.541965913082345e-132,2.082132794891959e-130,129.681491575378,True,Lung
19,ENSR00000048464,-3.299374757543876,7.400591484929035e-132,3.2229575916865943e-130,129.49174540898275,True,Lung
20,ENSR00000225893,-2.5788783528761803,8.641270122634096e-132,3.584069655625856e-130,129.4456235585077,True,Lung
21,ENSR00000179321,-5.063501951568009,1.1589042962541538e-131,4.588207463806218e-130,129.338356952944,True,Lung
22,ENSR00000179320,-5.065854583304175,1.386366735823523e-131,5.25011055174908e-130,129.2798315515447,True,Lung
23,ENSR00000208868,-3.3896136539200366,1.599192167844066e-131,5.80373490913409e-130,129.2362924325764,True,Lung
24,2:190946600-190952600,-3.4082175579470833,2.823216891256503e-131,9.836087649137656e-130,129.00717760992853,True,Lung
25,ENSR00000048462,-3.2838398128420754,5.034517264225655e-131,1.6865632835155945e-129,128.77299735849732,True,Lung
26,ENSR00000013196,-2.9533213120758557,8.093964077288507e-131,2.611052856043811e-129,128.58318433658158,True,Lung
27,4:745911-751911,-2.9390061798350433,9.418166029463722e-131,2.929722361308179e-129,128.53317353413905,True,Lung
28,ENSR00000018832,-2.857745851711908,5.235468474559655e-130,1.5724458763246412e-128,127.80342429406589,True,Lung
29,ENSR00000098608,-3.8662913589566443,5.9714726363575434e-130,1.7337175554224736e-128,127.76102165317624,True,Lung
30,ENSR00000151247,-2.7200809647999997,5.4251862132830357e-129,1.5243023199256527e-127,126.81692888939114,True,Lung
31,12:68916828-68922828,-3.372980699850819,3.163157743180104e-128,8.609719982218347e-127,126.06501097307073,True,Lung
32,12:68915402-68921402,-3.2665949099915315,8.631898998528093e-128,2.2782981902175665e-126,125.64238943482634,True,Lung
33,ENSR00000216444,-3.197739544571327,2.029234061153402e-127,5.198420197837097e-126,125.28412861859678,True,Lung
34,ENSR00000189822,-2.766784910064474,4.49701151023481e-127,1.1191134358327198e-125,124.95112589018359,True,Lung
35,4:54002594-54008594,-2.441975332566742,7.1168464790751275e-127,1.7218814675762323e-125,124.7639967482072,True,Lung
36,ENSR00000127930,-2.6290264515871815,9.332325664495595e-127,2.196879906425855e-125,124.65819368336265,True,Lung
37,ENSR00000127931,-2.5340206200268156,1.3006993827675811e-126,2.981339901027798e-125,124.52558850745426,True,Lung
38,ENSR00000091712,-2.264100744227947,1.5689356757619963e-126,3.503956342535125e-125,124.45544131355253,True,Lung
39,ENSR00000002510,-2.3570509631806207,2.775250983957844e-126,6.043109017568205e-125,124.21873957101694,True,Lung
40,ENSR00000179032,-2.7608313470500905,2.870379489918184e-126,6.097806184679849e-125,124.2148263835557,True,Lung
41,ENSR00000334392,-2.8004968619550343,6.809404003284492e-126,1.4121406873478079e-124,123.8501220336701,True,Lung
42,ENSR00000127929,-2.3026760249479605,9.928021616574443e-126,2.011001587915428e-124,123.69658758647803,True,Lung
43,ENSR00000030714,-3.5199700425414573,1.0547127226194278e-125,2.0878517759125493e-124,123.68030033669862,True,Lung
44,8:38217049-38223049,-2.508828979534984,1.535512186197666e-125,2.972069142618149e-124,123.52694109130843,True,Lung
45,ENSR00000091711,-2.219086607874922,1.7031099170589224e-125,3.2248016038224377e-124,123.49149699886298,True,Lung
46,ENSR00000260415,-3.5220048220961346,1.8007404381168462e-125,3.337116854467602e-124,123.4766285855652,True,Lung
47,ENSR00000216272,-2.6007272247350115,5.700823378797506e-125,1.0344619089442975e-123,122.98528549633693,True,Lung
48,ENSR00000126855,-2.2858384449895404,2.85906322409348e-124,5.0821307513988186e-123,122.29395416575544,True,Lung
49,ENSR00000127928,-2.131374097182624,4.779443080419858e-124,8.325789846091394e-123,122.07957455547599,True,Lung
50,ENSR00000113763,-2.057761717882894,1.9917672461336764e-123,3.4016260223184944e-122,121.4683134348067,True,Lung
51,ENSR00000121536,-2.351675613687587,2.0421622219684477e-123,3.42062172179715e-122,121.46589495072568,True,Lung
52,12:68915131-68921131,-3.028301292383359,2.8491740221363224e-123,4.682321836378749e-122,121.32953873866167,True,Lung
53,ENSR00000213947,-1.5094402202571584,2.9562735143955777e-123,4.768359687108422e-122,121.32163099231258,True,Lung
54,ENSR00000160397,-2.3711995083804767,1.29692701460878e-122,2.0538607813168136e-121,120.68742899791255,True,Lung
55,ENSR00000019185,-2.3824123113331295,1.4013883380331073e-122,2.179659361476494e-121,120.66161137290473,True,Lung
56,ENSR00000278359,-2.4955695977487373,6.69326627124035e-122,1.022778056535148e-120,119.99021859823264,True,Lung
57,ENSR00000079356,-2.489672737436222,1.1240277072177467e-121,1.687979539632168e-120,119.77263282185652,True,Lung
58,ENSR00000028977,-2.3327901596245857,1.3261321708073926e-121,1.9577307131749812e-120,119.70824704584496,True,Lung
59,21:43433470-43439470,-2.892426966878198,2.417164435843445e-121,3.5089170393660684e-120,119.45482689960205,True,Lung
60,ENSR00000216273,-2.5715251414641576,2.7133666934258945e-121,3.874331786842548e-120,119.41180319027028,True,Lung
61,ENSR00000177797,-2.5444908988443014,2.866457173543273e-121,4.026909997026114e-120,119.39502807693137,True,Lung
62,ENSR00000165726,-2.0928088572884556,2.9549690004737757e-121,4.0853619038296175e-120,119.38876946523331,True,Lung
63,ENSR00000213946,-1.5578750585450323,6.098508980719258e-121,8.299689565947615e-120,119.08093815127661,True,Lung
64,ENSR00000140124,-2.9652782636854718,7.733921691957236e-121,1.0363455067222697e-119,118.98449543122463,True,Lung
65,ENSR00000069433,-2.350656914827635,8.238191195263772e-121,1.0871915956173858e-119,118.96369391351536,True,Lung
66,ENSR00000171361,-2.526995441808968,2.536649898229003e-120,3.297644867697704e-119,118.48179611652164,True,Lung
67,ENSR00000171362,-2.428197359192087,2.614283002464455e-120,3.348588963450795e-119,118.47513815848006,True,Lung
68,ENSR00000224069,-2.2487538817964112,3.336681717062914e-120,4.2119561964663736e-119,118.37551615404207,True,Lung
69,ENSR00000171363,-2.428388600328544,3.5631731236208866e-120,4.433605415248274e-119,118.35324296111007,True,Lung
70,ENSR00000282063,-1.9482539477637941,5.256672875660706e-120,6.448678978451373e-119,118.19052924212876,True,Lung
71,ENSR00000177577,-3.2253247652032213,5.532535831260185e-120,6.69283154031614e-119,118.17439010612333,True,Lung
